,name,frequency
42485,蒋陵,1
42463,吴赤乌,1
42462,徐夫人,1
42461,昭为,1
42460,封师,1
42459,优锡赠,1
42458,芳厚加,1
42457,主曹芳,1
42456,善理,1
42455,人皆疑,1
42454,前嘱,1
42453,至嘉平,1
42452,于乱军,1
42451,药箭,1
42450,连弩法,1
42484,谥权,1
42487,不遂意,1
42365,自陇而西,1
42511,徐塘,1
42525,攻其北,1
42524,书入,1
42523,知东,1
42522,胡遵急,1
42521,嘉望,1
42520,左肩,1
42519,嘉弃,1
42518,桓嘉从,1
42517,综急拔,1
42516,砍入,1
42515,随奉,1
42514,军脱,1
42513,遵出,1
42512,高会,1
42510,高峻,1
42489,常为,1
42509,此二城,1
42508,留略守,1
42506,韩综,1
42505,差桓嘉,1
42504,屯军于,1
42503,留赞,1
42502,令吕据,1
42500,处所,1
42499,两城,1
42498,又筑,1
42496,边界,1
42492,令征,1
42491,其隙,1
42490,幼懦,1
42449,所传,1
42448,姜维用,1
42447,师料,1
42385,兵分,1
42404,汝欲袭,1
42403,陈泰大,1
42400,彼若知,1
42398,必抄,1
42397,姜维料,1
42396,陈泰见,1
42394,陈泰必,1
42393,聚羌兵,1
42392,非来,1
42391,化雪,1
42390,水道,1
42388,伏地告,1
42387,雪而食,1
42386,粮化,1
42384,安与歆,1
42446,敌退,1
42382,堰断,1
42381,渴死,1
42380,若断,1
42379,水少,1
42378,泰令兵,1
42375,李歆守,1
42374,句安守,1
42373,连筑二城,1
42371,二城于,1
42370,先筑,1
42369,通盟,1
42368,人处,1
42367,尽忠竭力,1
42366,既欲伐魏,1
42407,取洮水,1
42410,陈泰分,1
42411,维独拒,1
42412,战住,1
42445,师听知,1
42444,懿遣,1
42443,姜维取,1
42441,姜维正,1
42440,施密计,1
42438,短兵,1
42437,丁奉雪,1
42436,第一百八,1
42435,十矢传,1
42434,独赖,1
42433,遗连弩之法,1
42432,临终时,1
42431,伏弩,1
42429,刺师,1
42428,阻吾,1
42427,黑毛,1
42426,数十根,1
42425,上生,1
42424,黑瘤,1
42423,生个,1
42422,厚唇,1
42421,方口,1
42420,大耳,1
42419,圆面,1
42418,维奋,1
42417,密如,1
42416,阻其,1
42414,水之时,1
42413,泰勒,1
42840,重加爵,1
42841,腰斩,1
42842,比临,1
43267,维得,1
43282,充语,1
43281,为昭府,1
43280,乃故,1
43279,字公闾,1
43278,名充,1
43277,常令,1
43276,加艾,1
43275,泰表,1
43273,旧例,1
43272,维照,1
43271,归罪于,1
43270,阵亡者,1
43269,乃表赠,1
43268,因感,1
43266,维因,1
43284,暗访,1
43264,姜维困,1
43263,投山僻,1
43262,全寨,1
43261,维且,1
43259,忽前,1
43258,断谷,1
43257,段谷者,1
43255,狭峻,1
43254,维尽引,1
43253,留霸,1
43252,维复,1
43251,邓艾令,1
43250,排定,1
43249,维移兵,1
43283,大柄,1
43285,汝可为,1
43246,维直,1
43310,诏征,1
43326,四万余,1
43325,大聚,1
43323,表数,1
43322,面具,1
43321,诞所杀,1
43320,反欲顺,1
43319,魏国大,1
43318,诞提剑,1
43316,杀至家,1
43315,诞引兵,1
43314,渡壕,1
43313,乐知,1
43312,诞得,1
43311,诞为,1
43309,暗发,1
43287,诞字,1
43308,深得人心,1
43305,辞归,1
43303,公耳,1
43302,之言告,1
43301,充谢,1
43298,禅代,1
43297,三辈,1
43296,以主上,1
43295,诸贤,1
43294,挑诞,1
43293,充以,1
43291,重职,1
43290,历任,1
43288,事于,1
43247,邓艾战,1
43245,维急率,1
43165,姜维夜,1
43186,屡出,1
43201,四可胜,1
43200,掠抄秋谷,1
43199,三可胜,1
43198,二可胜,1
43197,兵船,1
43196,一可胜,1
43195,一败,1
43194,彼洮西,1
43193,维答,1
43191,攻魏者,1
43190,人广,1
43189,前功尽弃,1
43188,之捷,1
43187,洮西,1
43185,提大设,1
43204,艾年,1
43184,处之兵,1
43183,艾遂,1
43182,忘年之交,1
43181,料敌如神,1
43180,之谷,1
43179,指南攻北,1
43178,声东击西,1
43177,四处,1
43176,劳逸,1
43174,船行,1
43172,之实,1
43171,弱败,1
43170,终有,1
43168,泰问,1
43202,彼兵须,1
43205,近封,1
43244,兵大惊,1
43224,陈泰下,1
43243,飘起,1
43242,邓艾多谋,1
43241,董亭望,1
43238,公之所言,1
43237,明察,1
43236,二三十年,1
43235,破维必,1
43234,彼来争,1
43230,陈将军,1
43229,无能者,1
43228,艾凭,1
43227,十五里,1
43226,哨马出,1
43225,五番,1
43223,邓艾知,1
43206,非同,1
43222,维尽率,1
43220,偷出,1
43219,每出,1
43218,邓艾必,1
43217,必知吾来,1
43216,邓艾所为,1
43215,绝妙,1
43213,维不信,1
43212,九个,1
43211,尽离钟,1
43210,维自领,1
43209,必先取,1
43208,休长,1
43207,彼哉,1
43329,吴为质,1
43330,从弟,1
43331,字子通,1
43431,告诞,1
43445,以杀,1
43444,巡城,1
43443,诞闻,1
43442,我等乎,1
43441,内人,1
43440,坚城,1
43439,穷来,1
43438,二子势,1
43437,今文,1
43436,越壕,1
43435,各拔,1
43434,其食,1
43433,以省,1
43432,饿损,1
43430,饿倒,1
43447,告昭,1
43429,不泛,1
43428,自秋至,1
43427,驱兵击,1
43424,言战,1
43423,战之士,1
43422,免至,1
43421,诞将亡,1
43420,再言必,1
43419,汝欲战,1
43418,楚之众,1
43417,可率,1
43416,焦彝,1
43415,蒋班,1
43414,孙不仁,1
43446,为威,1
43448,遂激,1
43333,王等,1
43466,尽缚,1
43483,三河,1
43482,咨因,1
43481,尽坑,1
43480,全国,1
43478,淮之地,1
43477,裴秀告,1
43476,继田横,1
43475,直欲,1
43474,遗踪,1
43473,应未断,1
43472,薤露,1
43471,下兵,1
43468,终无一人,1
43467,一人言降,1
43465,降汝,1
43449,宣献,1
43464,诞部,1
43463,诠肯,1
43462,拜车尘,1
43461,围寿春,1
43460,为乱军,1
43459,幸耳,1
43458,人生在世,1
43457,义所,1
43456,诠大怒,1
43455,基大,1
43454,斩诞于,1
43452,慌引,1
43451,诞知,1
43450,放魏,1
43413,父全端,1
43412,乃修,1
43411,感昭,1
43352,何自畏,1
43373,陈俊,1
43372,成引兵,1
43371,陈骞领,1
43370,两军于,1
43369,泰先引,1
43368,令石,1
43367,利诱,1
43366,之助,1
43364,召散,1
43361,救寿春于,1
43359,诞自引,1
43357,州泰为,1
43354,王基为,1
43353,二十六,1
43351,故孽,1
43410,昭加,1
43350,追配,1
43349,正宜,1
43348,八荒,1
43347,包括,1
43346,武祖,1
43345,昭请,1
43343,昭喜,1
43342,诞表文到,1
43339,便遣,1
43338,亲子,1
43337,专送,1
43336,而力,1
43335,向事,1
43334,诞乃,1
43374,引车,1
43375,如敌来,1
43376,诞令,1
43377,诞乃大驱,1
43408,全引兵,1
43407,城可围,1
43406,孙自回,1
43405,端子,1
43404,责全,1
43403,此欲,1
43402,同于,1
43401,异然,1
43400,今寿春,1
43399,朱异责,1
43398,孙唤,1
43397,于安丰,1
43396,君真,1
43395,昭抚会,1
43394,我引,1
43393,粮必,1
43392,走而击,1
43391,容贼,1
43390,彼缓,1
43388,驻于,1
43386,昭令兵,1
43385,诞兵,1
43384,诞大惊,1
43383,右有州,1
43382,石苞,1
43381,南兵,1
43380,郊野,1
43379,诞驱兴,1
43378,径进,1
43166,已竭,1
43164,邓艾作,1
42843,牙齿,1
42941,常欲,1
42959,目瘤,1
42956,兵断,1
42955,医官,1
42954,痛痒,1
42952,左眼,1
42951,俭移,1
42950,游兵,1
42948,俭提,1
42947,悦服,1
42946,令尽起,1
42945,宣言,1
42944,立一坛,1
42943,今可令,1
42942,师兄弟,1
42940,阿鸯,1
42961,时中书,1
42939,文淑,1
42938,钦愿舍,1
42937,钦问,1
42936,参谒,1
42935,闻俭,1
42934,宴然,1
42933,官居,1
42932,毋丘甸,1
42931,闻喜,1
42930,字仲恭,1
42929,魏正元,1
42928,水破,1
42927,姜维背,1
42925,还兴,1
42960,不稳,1
42963,淮楚,1
42923,以废主,1
42981,于水,1
42998,袭寿春,1
42996,今俭兵,1
42995,聚多官,1
42994,寿春若失,1
42993,俭大惊,1
42992,袭寿春来,1
42991,俭不信,1
42990,投南顿,1
42989,俭然,1
42988,可速取,1
42987,驱遣,1
42985,王基领,1
42984,师遂令,1
42982,基曰,1
42980,一临,1
42964,师蹶然,1
42979,思乱,1
42978,之反,1
42977,此亚夫,1
42976,淮之卒,1
42975,无断,1
42974,好谋,1
42973,郑袤,1
42971,师领,1
42970,宋之地,1
42969,从安风津,1
42968,令镇东,1
42967,师乘软,1
42966,留弟,1
42965,非吾自,1
42924,勤王,1
42921,说镇东,1
43163,领护东,1
42859,二三,1
42877,行伊,1
42875,贤路,1
42874,闭塞,1
42870,儿孙,1
42869,天教,1
42868,用白练,1
42867,张后,1
42866,乃指,1
42865,当加,1
42864,兴此心,1
42863,此皆为,1
42862,九霄,1
42861,魄散,1
42860,师袖,1
42858,以功,1
42880,同多,1
42857,以恩为,1
42856,别乎,1
42855,尹何,1
42854,臣事,1
42853,周公之,1
42852,父立,1
42851,按剑谓,1
42850,必累,1
42849,泄露,1
42848,内廷,1
42847,芳正,1
42846,师直入,1
42845,数骂,1
42844,打落,1
42878,霍之事,1
42882,曹据,1
42920,封赐,1
42903,彦士,1
42919,正元,1
42918,改嘉平,1
42917,日立,1
42916,请髦,1
42915,德施仁,1
42914,恭俭节,1
42913,务须,1
42912,帝王之相,1
42911,见汝年,1
42909,东堂,1
42908,扶髦,1
42906,西掖,1
42905,命宣至,1
42904,王霖,1
42901,相汉时,1
42883,明仁孝,1
42900,王车,1
42899,国宝,1
42898,芳泣,1
42897,复齐,1
42896,下玺,1
42895,当纳,1
42894,荒淫无度,1
42893,召芳责,1
42891,城召,1
42890,往元,1
42889,宗叔,1
42888,一人奏,1
42887,温恭克,1
42884,今立,1
43002,邓艾起,1
43003,时差,1
43004,请文钦,1
43105,之国乎,1
43121,维不从,1
43119,画蛇添足,1
43118,姜维大获,1
43116,洮水者,1
43115,奋武扬威,1
43114,近水,1
43113,马望本,1
43112,维略,1
43111,四将分,1
43110,可战,1
43109,汝四将,1
43108,朱芳,1
43107,花永,1
43106,张明,1
43103,背洮水,1
43124,特来助,1
43102,维乃自引,1
43101,先起,1
43098,望罕,1
43097,甚迟,1
43096,因军出,1
43095,有隙可乘,1
43094,以继其志,1
43091,恤军,1
43090,据险,1
43089,维到,1
43088,姜维兴,1
43087,以复,1
43086,间伐,1
43085,初握,1
43122,报兵败,1
43125,若招,1
43006,取保,1
43143,维纵,1
43161,封艾为,1
43160,泰将,1
43159,邓艾入,1
43158,诞义,1
43157,智败,1
43155,犹思奋,1
43154,蛇足,1
43153,维受,1
43152,封维为,1
43151,降诏,1
43150,西之功,1
43149,姜维有,1
43147,退屯于,1
43146,二十余处,1
43142,休容,1
43126,东争,1
43141,颇为,1
43140,善晓,1
43139,连攻,1
43138,角为,1
43137,齐鸣,1
43136,深谷,1
43135,日伏,1
43134,烽火,1
43133,队兵,1
43131,项岭,1
43130,空劳兵,1
43129,今彼不思,1
43128,此吾兵,1
43127,关陇,1
43084,姜维奏,1
43083,哨知,1
43081,王肃持,1
43025,父到,1
43040,腹之人,1
43039,魏殿,1
43038,望寿春,1
43037,已晓,1
43036,迷入,1
43035,马缓,1
43034,死数,1
43033,提鞭,1
43031,百员,1
43030,魏将阵,1
43029,至乐嘉,1
43028,单人独马,1
43027,一军行,1
43026,北至,1
43024,拒者,1
43080,继其兄,1
43023,咬烂,1
43021,火烈,1
43020,心如,1
43019,北斩围,1
43018,师为,1
43017,邓艾未,1
43016,乐嘉,1
43014,儿引,1
43013,父引,1
43012,乃告父,1
43011,悬鞭,1
43010,安立,1
43009,皂盖,1
43007,投乐嘉来,1
43041,因爽,1
43042,杀师,1
43043,报爽,1
43044,今见师,1
43079,洛水之,1
43078,留守,1
43077,暂留,1
43076,持诏到,1
43074,时正元,1
43073,轻托,1
43072,汝继,1
43071,卸肩,1
43070,虽欲,1
43069,床下,1
43068,昭哭,1
43067,师目,1
43066,俭大醉,1
43064,前至慎,1
43061,俭令,1
43060,文钦势,1
43059,知寿春,1
43058,钦见,1
43057,兵皆到,1
43056,欲复,1
43054,奔寿春时,1
43053,钦收聚,1
43052,留钦,1
43051,知师,1
43050,放于,1
43049,赶文钦,1
43048,惯甲,1
43046,文钦本,1
43045,眼瘤,1
42217,曹爽意,1
42214,爽信,1
40952,晋朝,1
41361,预伏,1
41385,今彼奏,1
41384,识魏,1
41380,哀恸,1
41377,李福到,1
41376,此兆,1
41375,凶之事,1
41374,有大,1
41373,圆梦,1
41371,写表奏,1
41370,陈魏延,1
41369,阻遏,1
41367,诬吾等,1
41366,今断,1
41365,仪大惊,1
41360,第一百五,1
41387,深虑,1
41359,甚兵,1
41358,蜀军,1
41357,扬幡,1
41355,一路上,1
41354,赤岸坡,1
41353,已确,1
41352,死信,1
41351,犹问,1
41350,疑亮,1
41349,天枢,1
41348,生仲达,1
41347,人谚,1
41345,乃木人,1
41344,奔告,1
41386,必其人,1
41388,远议,1
41342,休怕,1
41407,保杨仪,1
41423,何平引,1
41422,仪恐,1
41420,节释,1
41419,董允假,1
41418,且令,1
41417,正览表,1
41416,延必,1
41415,无恃,1
41414,若仪,1
41413,遗计,1
41412,果反,1
41410,敏达,1
41409,势所必然,1
41408,保魏延,1
41406,诬奏,1
41389,拆表读,1
41405,假借,1
41404,仪独,1
41403,人皆下,1
41402,功务高,1
41401,日恃,1
41400,筹度,1
41399,过急,1
41397,谨飞章,1
41396,谋为不轨,1
41395,灵车,1
41394,遗语,1
41393,延不遵,1
41392,变更,1
41391,委于,1
41343,奔归本,1
41341,头否,1
41426,仪令,1
41284,此大,1
41298,直别,1
41297,君且,1
41296,其凶,1
41295,乃刀,1
41294,之字形,1
41293,因以,1
41292,此本,1
41291,决其,1
41290,生角,1
41289,梦头,1
41288,适至,1
41287,重谢,1
41286,如应,1
41285,吉之兆,1
41283,赵直,1
41300,辞世,1
41282,我决,1
41281,头生,1
41280,知足,1
41279,延请,1
41278,疑异,1
41277,醒来,1
41274,原山僻,1
41272,复勒,1
41271,诈死,1
41270,会六丁,1
41269,三投,1
41268,于蜀营,1
41267,西南方,1
41266,东北方,1
41299,费至,1
41301,代理,1
41340,摸头,1
41321,即拔,1
41338,环叫,1
41337,马嚼,1
41336,撇戟,1
41334,急勒,1
41333,堕其计,1
41332,定睛,1
41330,中飘出,1
41329,树影,1
41328,汝急,1
41327,顾二子,1
41326,果无一人,1
41325,同二子,1
41324,原看,1
41322,南而行,1
41320,今愿助,1
41302,尽托,1
41319,某亦素,1
41318,因顾谓,1
41316,自令伯约,1
41315,探其,1
41314,曾密嘱,1
41313,辞延,1
41312,延依,1
41311,令彼将,1
41310,待吾往,1
41308,任前,1
41307,今官,1
41306,若依,1
41305,延怒,1
41303,密法,1
41424,仪同,1
41427,抄来,1
42212,陈泰至,1
41525,之戍,1
41540,吴懿为,1
41539,加费,1
41538,其益兵,1
41537,奠仪,1
41536,香帛,1
41535,绝灭,1
41534,负前盟,1
41533,权遂取,1
41532,臣来,1
41531,故增,1
41530,丧取,1
41528,不亚于,1
41527,宜然,1
41526,事势,1
41524,东益,1
41542,平襄侯,1
41520,卿主,1
41519,权作色,1
41516,兼探,1
41515,预往,1
41514,即命宗,1
41513,官任,1
41512,字德艳,1
41511,名预,1
41510,姓宗,1
41509,微臣,1
41508,再命,1
41507,敢保,1
41506,身歼,1
41505,志决,1
41541,假节督,1
41543,吴懿出,1
41503,汉祚终,1
41564,九龙,1
41582,狭小,1
41581,若今,1
41580,遗孤,1
41579,存者,1
41578,门殚户尽,1
41577,野战,1
41574,负土,1
41572,于芳,1
41571,民力,1
41570,而造,1
41569,金砖,1
41568,碧瓦,1
41567,雕梁画栋,1
41566,华丽,1
41563,青霄阁,1
41544,而位,1
41562,立崇华殿,1
41561,俱高,1
41560,总章,1
41558,建盖,1
41556,诸边,1
41555,安镇,1
41554,单说,1
41552,汉嘉郡,1
41551,当废为,1
41549,具表密,1
41548,费乃,1
41547,宁当,1
41546,初亡,1
41545,出琬下,1
41504,难复,1
41502,运移,1
41429,延安,1
41447,有戒,1
41462,已名,1
41461,姜维合兵,1
41460,难料,1
41459,遗计人,1
41457,以密计,1
41456,魏延者,1
41455,魏延于,1
41454,而应,1
41453,马上连,1
41452,应其言,1
41451,知汝久,1
41450,仪在,1
41449,维挺枪,1
41448,收执,1
41446,遗一,1
41464,仍念,1
41445,人请,1
41442,风拥,1
41441,誓同,1
41440,乃轻,1
41439,聚残军,1
41438,飞奔而去,1
41437,延谓,1
41436,人不动,1
41435,延转怒,1
41434,平挺枪,1
41433,亲朋,1
41432,指川兵,1
41431,汝助,1
41430,延亦骂,1
41463,正其罪,1
41467,守孝,1
41501,失萧,1
41485,隔叶,1
41500,指挥若定,1
41499,伊吕,1
41498,伯仲之间,1
41497,羽毛,1
41496,云霄,1
41495,肃清,1
41493,宗臣,1
41492,泪满襟,1
41491,长使,1
41490,未捷,1
41489,开济,1
41488,频烦,1
41487,空好音,1
41486,黄鹏,1
41484,碧草,1
41469,遂加,1
41483,映阶,1
41482,柏森森,1
41481,锦官城,1
41480,何处寻,1
41479,祠堂,1
41478,令建庙,1
41477,谥号,1
41476,降诏致,1
41475,择本,1
41474,砖石,1
41473,墙垣,1
41472,卜地,1
41471,爵爵,1
41470,讨逆之功,1
41263,随传,1
41262,成殓,1
41261,奄然,1
41050,列曜,1
41065,中秋,1
41064,需用,1
41063,闲杂人等,1
41062,如灯,1
41061,增一纪,1
41060,不灭,1
41059,内主灯,1
41057,穿皂衣,1
41056,执皂旗,1
41055,祈禳之法,1
41054,素谙,1
41053,挽回,1
41052,用祈,1
41051,其光,1
41048,主星,1
41067,玉露,1
41047,倍明,1
41046,客星,1
41045,星中,1
41044,生矣,1
41043,无功而退,1
41042,机关,1
41041,表人,1
41040,至合,1
41039,睿闻,1
41038,欲懈,1
41037,播传,1
41036,众耳,1
41035,彼本,1
41034,魏主命,1
41066,银河,1
41068,零零,1
41032,违旨,1
41086,曲延臣,1
41104,踏罡,1
41102,明亮,1
41101,见主灯,1
41100,六夜,1
41099,霸引兵,1
41098,人攘乱,1
41096,步罡踏斗,1
41094,待旦,1
41093,拜祝,1
41092,实由,1
41091,妄祈,1
41090,旧物,1
41088,下救,1
41087,君恩,1
41085,俯垂鉴,1
41069,刁斗,1
41084,望天慈,1
41083,上告,1
41082,谨书,1
41081,阳寿,1
41080,誓讨,1
41079,承昭烈,1
41078,老林,1
41077,本命,1
41076,内安,1
41075,小灯,1
41074,外布,1
41073,大灯,1
41072,中设,1
41071,外引,1
41033,暗谓,1
41029,本无战心,1
41260,天愁地惨,1
40971,倘耻心,1
40990,执耕,1
40988,治家,1
40987,譬之,1
40986,有体,1
40985,夫为治,1
40984,常自校,1
40983,杨谏,1
40981,数升,1
40980,之食,1
40979,亲览,1
40978,夙兴夜寐,1
40974,令重,1
40973,即受,1
40972,未泯,1
40970,谨避,1
40992,私业,1
40969,守土,1
40968,乃甘窟,1
40967,并书,1
40966,之衣,1
40965,众启盒,1
40964,隐蔽,1
40963,大盒,1
40960,必自变,1
40959,彼久,1
40958,果屯,1
40957,方无事,1
40956,西止,1
40955,依山,1
40954,武功,1
40991,婢典,1
40993,无旷,1
41028,卫尉,1
41011,女衣辱,1
41027,睿览,1
41026,激切,1
41025,圣聪,1
41024,先达,1
41023,臣谨,1
41021,待臣,1
41020,遗臣,1
41019,奈今,1
41018,令臣,1
41017,伏蒙明,1
41016,任重,1
41014,拆表览,1
41013,奈天,1
41012,忍受,1
41010,真至言,1
40994,高枕,1
41009,劳乎,1
41008,细事,1
41007,亲理,1
41005,钱谷之,1
41004,横道,1
41003,牛喘,1
41002,昔丙吉忧,1
41001,作而行,1
41000,坐而论道,1
40999,失为,1
40998,婢仆,1
40997,终无一成,1
40996,形疲神困,1
40995,身亲,1
41105,步斗,1
41106,压镇,1
41107,魏延飞,1
41202,可布成,1
41221,当继者,1
41220,文伟,1
41219,费文伟,1
41218,蒋公琰,1
41217,故复,1
41216,匆遽,1
41215,适因,1
41212,福谢,1
41211,公复来,1
41209,我误,1
41208,毕急,1
41207,摇摇欲坠,1
41206,必惊,1
41205,雕木像,1
41200,安静,1
41224,坠前,1
41199,放吾口,1
41198,七粒,1
41197,以米,1
41196,赢财,1
41195,不使,1
41194,以长,1
41193,不别治生,1
41192,悉仰,1
41191,十五顷,1
41190,薄田,1
41189,有桑,1
41188,臣家,1
41187,以厚,1
41186,屏斥,1
41222,二十三日,1
41225,讣报,1
41108,主灯,1
41243,怨谤,1
41259,应叹,1
41258,全盛,1
41257,如公,1
41256,孙吴,1
41254,拨乱,1
41253,后元微,1
41252,自补前,1
41251,收己,1
41250,严尝望,1
41249,病死,1
41248,李严闻,1
41247,左衽,1
41245,汶山,1
41244,废之为,1
41242,名宜,1
41226,不闻施,1
41241,廖立,1
41240,蜀长,1
41239,沾襟,1
41238,为霖,1
41237,天汉,1
41236,鱼到,1
41235,圣主,1
41234,那逢,1
41233,晦迹,1
41232,白乐天,1
41231,无复雅,1
41229,清昼,1
41228,绿阴,1
41227,勋名,1
41185,以进,1
41184,提拔,1
41183,宇下,1
41126,八务,1
41141,密嘱,1
41140,切须,1
41139,多忧,1
41138,维亦,1
41137,造用,1
41135,一弩可,1
41134,矢长,1
41133,连弩,1
41132,维哭,1
41131,独汝可传,1
41130,可授,1
41129,五惧,1
41128,六恐,1
41127,七戒,1
41125,一百一十二,1
41182,布仁恩于,1
41124,二十四篇,1
41123,著书,1
41121,延自,1
41120,汝可急,1
41119,维乃收,1
41118,当绝,1
41117,此吾命,1
41116,魏延踏灭,1
41115,姜维见,1
41114,见木像,1
41112,星汉,1
41111,陨大,1
41110,做主,1
41109,扑灭,1
41143,反时,1
41144,此囊,1
41145,便昏,1
41146,晚方苏,1
41181,约己爱民,1
41180,清心寡欲,1
41179,伏愿,1
41178,饮恨,1
41177,终事,1
41176,命垂,1
41175,专掌钧衡,1
41174,拥节,1
41173,分符,1
41172,遭时,1
41171,愚拙,1
41170,赋性,1
41169,愚忠,1
41168,愿尽,1
41167,伏闻,1
41166,法而行,1
41164,病转,1
41163,其极,1
41162,生寒,1
41161,彻骨,1
41160,吹面,1
41159,扶上,1
41158,强支,1
41157,遗表上,1
41156,继吾之志,1
41155,自能,1
41152,公等宜,1
41150,丧亡,1
41148,兼询,1
41583,犹宜,1
41584,况作,1
41585,之物乎,1
41999,殆非,1
42015,舅言,1
42014,不谈,1
42011,邓怒,1
42010,可驱,1
42009,非礼,1
42008,裒多益寡,1
42007,惧乎,1
42006,位峻者,1
42005,集焉,1
42004,臭恶,1
42003,长守贵,1
42002,高而不危,1
42001,鼻者,1
42000,求福之道,1
41998,畏威者,1
42017,人语,1
41997,怀德者,1
41996,势重,1
41995,位尊,1
41994,今君侯,1
41993,多福,1
41992,享有,1
41991,以和惠,1
41990,周公佐周,1
41989,辅舜,1
41988,何兆,1
41987,鼻上,1
41986,来集,1
41984,连梦,1
41983,试为,1
42016,舅大惊,1
42018,何所畏,1
41981,晏笑,1
42035,其舅,1
42053,刺吏,1
42052,胜至,1
42051,李胜入,1
42050,方请,1
42049,令二婢,1
42048,探吾病,1
42046,胜径,1
42045,辞仲达,1
42044,李胜往,1
42043,主除,1
42042,适魏,1
42041,为嘉平,1
42037,邓等,1
42036,狂子,1
42034,何足畏,1
42019,舅问,1
42033,杀身之祸,1
42032,幽之相,1
42031,槁木,1
42030,容若,1
42029,烟浮,1
42028,精爽,1
42027,血不华色,1
42026,魂不守宅,1
42025,何晏视候,1
42024,鬼躁,1
42023,倾倚,1
42022,脉不制,1
42021,筋不束,1
42020,行步,1
41982,要言不烦,1
41980,夫善,1
41897,命燕王,1
41914,秘在,1
